Joule calculated,filename
144.207864,http1921681928000with_prefixwwwdropboxcomwwwdropboxcom
140.675616,http1921681928000with_prefixwwwdropboxcomwwwdropboxcom
146.204352,http1921681928000with_prefixwwwdropboxcomwwwdropboxcom
228.82824,http1921681928000with_prefixwwwdropboxcomwwwdropboxcom
140.675616,http1921681928000with_prefixwwwdropboxcomwwwdropboxcom
231.89976000000001,http1921681928000with_prefixwwwdropboxcomwwwdropboxcom
127.007352,http1921681928000with_prefixwwwdropboxcomwwwdropboxcom
140.214888,http1921681928000with_prefixwwwdropboxcomwwwdropboxcom
139.600584,http1921681928000with_prefixwwwdropboxcomwwwdropboxcom
143.439984,http1921681928000with_prefixwwwdropboxcomwwwdropboxcom
225.75672000000003,http1921681928000with_prefixwwwdropboxcomwwwdropboxcom
125.47159199999999,http1921681928000with_prefixwwwdropboxcomwwwdropboxcom
139.907736,http1921681928000with_prefixwwwdropboxcomwwwdropboxcom
196.57728,http1921681928000with_prefixwwwcosmopolitancomwwwcosmopolitancom
124.85728799999998,http1921681928000with_prefixwwwcosmopolitancomwwwcosmopolitancom
110.881872,http1921681928000with_prefixwwwcosmopolitancomwwwcosmopolitancom
124.55013600000001,http1921681928000with_prefixwwwcosmopolitancomwwwcosmopolitancom
131.153904,http1921681928000with_prefixwwwcosmopolitancomwwwcosmopolitancom
127.314504,http1921681928000with_prefixwwwcosmopolitancomwwwcosmopolitancom
198.11303999999998,http1921681928000with_prefixwwwcosmopolitancomwwwcosmopolitancom
126.853776,http1921681928000with_prefixwwwcosmopolitancomwwwcosmopolitancom
125.93231999999999,http1921681928000with_prefixwwwcosmopolitancomwwwcosmopolitancom
124.70371200000001,http1921681928000with_prefixwwwcosmopolitancomwwwcosmopolitancom
132.996816,http1921681928000with_prefixwwwcosmopolitancomwwwcosmopolitancom
130.5396,http1921681928000with_prefixwwwcosmopolitancomwwwcosmopolitancom
125.93231999999999,http1921681928000with_prefixwwwcosmopolitancomwwwcosmopolitancom
199.6488,http1921681928000with_prefixwwwcosmopolitancomwwwcosmopolitancom
216.54216,http1921681928000with_prefixwwwcosmopolitancomwwwcosmopolitancom
141.28992,http1921681928000without_prefixwwwdropboxcomwwwdropboxcom
143.439984,http1921681928000without_prefixwwwdropboxcomwwwdropboxcom
145.12932,http1921681928000without_prefixwwwdropboxcomwwwdropboxcom
218.07792,http1921681928000without_prefixwwwdropboxcomwwwdropboxcom
215.0064,http1921681928000without_prefixwwwdropboxcomwwwdropboxcom
227.29247999999998,http1921681928000without_prefixwwwdropboxcomwwwdropboxcom
143.900712,http1921681928000without_prefixwwwdropboxcomwwwdropboxcom
144.822168,http1921681928000without_prefixwwwdropboxcomwwwdropboxcom
141.136344,http1921681928000without_prefixwwwdropboxcomwwwdropboxcom
138.679128,http1921681928000without_prefixwwwdropboxcomwwwdropboxcom
142.364952,http1921681928000without_prefixwwwdropboxcomwwwdropboxcom
216.54216,http1921681928000without_prefixwwwdropboxcomwwwdropboxcom
126.393048,http1921681928000without_prefixwwwdropboxcomwwwdropboxcom
215.0064,http1921681928000without_prefixwwwdropboxcomwwwdropboxcom
140.982768,http1921681928000without_prefixwwwdropboxcomwwwdropboxcom
150.57594,http1921681928000with_prefixgithubcomgithubcom
211.3884,http1921681928000with_prefixgithubcomgithubcom
146.2869,http1921681928000with_prefixgithubcomgithubcom
163.9026,http1921681928000with_prefixgithubcomgithubcom
152.56728,http1921681928000with_prefixgithubcomgithubcom
148.43142,http1921681928000with_prefixgithubcomgithubcom
151.49501999999998,http1921681928000with_prefixgithubcomgithubcom
151.18866,http1921681928000with_prefixgithubcomgithubcom
153.18,http1921681928000with_prefixgithubcomgithubcom
196.0704,http1921681928000with_prefixgithubcomgithubcom
157.7754,http1921681928000with_prefixgithubcomgithubcom
134.7984,http1921681928000with_prefixgithubcomgithubcom
203.7294,http1921681928000with_prefixgithubcomgithubcom
151.49501999999998,http1921681928000with_prefixgithubcomgithubcom
214.452,http1921681928000with_prefixgithubcomgithubcom
131.58378000000002,http1921681928000without_prefixwwwrobloxcomwwwrobloxcom
475.974,http1921681928000without_prefixwwwrobloxcomwwwrobloxcom
569.6334,http1921681928000without_prefixwwwrobloxcomwwwrobloxcom
141.41034,http1921681928000without_prefixwwwrobloxcomwwwrobloxcom
135.42228,http1921681928000without_prefixwwwrobloxcomwwwrobloxcom
218.0268,http1921681928000without_prefixwwwrobloxcomwwwrobloxcom
139.56786,http1921681928000without_prefixwwwrobloxcomwwwrobloxcom
474.4386,http1921681928000without_prefixwwwrobloxcomwwwrobloxcom
131.58378000000002,http1921681928000without_prefixwwwrobloxcomwwwrobloxcom
482.1156,http1921681928000without_prefixwwwrobloxcomwwwrobloxcom
129.43421999999998,http1921681928000without_prefixwwwrobloxcomwwwrobloxcom
482.1156,http1921681928000without_prefixwwwrobloxcomwwwrobloxcom
124.3674,http1921681928000without_prefixwwwrobloxcomwwwrobloxcom
138.49308,http1921681928000without_prefixwwwrobloxcomwwwrobloxcom
132.8121,http1921681928000without_prefixwwwrobloxcomwwwrobloxcom
611.0892,http1921681928000without_prefixwwwscribdcomwwwscribdcom
611.0892,http1921681928000without_prefixwwwscribdcomwwwscribdcom
620.3016,http1921681928000without_prefixwwwscribdcomwwwscribdcom
635.6556,http1921681928000without_prefixwwwscribdcomwwwscribdcom
144.63468,http1921681928000without_prefixwwwscribdcomwwwscribdcom
150.00858,http1921681928000without_prefixwwwscribdcomwwwscribdcom
148.1661,http1921681928000without_prefixwwwscribdcomwwwscribdcom
140.18202,http1921681928000without_prefixwwwscribdcomwwwscribdcom
149.08733999999998,http1921681928000without_prefixwwwscribdcomwwwscribdcom
629.514,http1921681928000without_prefixwwwscribdcomwwwscribdcom
147.09132,http1921681928000without_prefixwwwscribdcomwwwscribdcom
149.85504,http1921681928000without_prefixwwwscribdcomwwwscribdcom
600.3414,http1921681928000without_prefixwwwscribdcomwwwscribdcom
143.40636,http1921681928000without_prefixwwwscribdcomwwwscribdcom
155.0754,http1921681928000without_prefixwwwscribdcomwwwscribdcom
187.3188,http1921681928000without_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
176.571,http1921681928000without_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
99.18684,http1921681928000without_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
173.5002,http1921681928000without_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
102.8718,http1921681928000without_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
103.79304,http1921681928000without_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
185.7834,http1921681928000without_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
185.7834,http1921681928000without_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
100.10808,http1921681928000without_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
88.43904,http1921681928000without_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
102.1041,http1921681928000without_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
103.6395,http1921681928000without_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
100.87578,http1921681928000without_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
104.4072,http1921681928000without_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
102.8718,http1921681928000without_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
102.56472,http1921681928000with_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
99.95454000000001,http1921681928000with_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
104.86782,http1921681928000with_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
104.4072,http1921681928000with_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
104.4072,http1921681928000with_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
98.57268,http1921681928000with_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
98.87976,http1921681928000with_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
105.02136000000002,http1921681928000with_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
103.33242,http1921681928000with_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
191.925,http1921681928000with_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
99.49391999999999,http1921681928000with_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
185.7834,http1921681928000with_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
106.09613999999999,http1921681928000with_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
99.64746,http1921681928000with_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
98.72622,http1921681928000with_prefixwwwpaypalcomwwwpaypalcomnlhomehtml
142.94574,http1921681928000with_prefixwwwscribdcomwwwscribdcom
150.62274,http1921681928000with_prefixwwwscribdcomwwwscribdcom
142.17803999999998,http1921681928000with_prefixwwwscribdcomwwwscribdcom
143.71344,http1921681928000with_prefixwwwscribdcomwwwscribdcom
568.0980000000001,http1921681928000with_prefixwwwscribdcomwwwscribdcom
143.5599,http1921681928000with_prefixwwwscribdcomwwwscribdcom
586.5228,http1921681928000with_prefixwwwscribdcomwwwscribdcom
146.32362,http1921681928000with_prefixwwwscribdcomwwwscribdcom
611.0892,http1921681928000with_prefixwwwscribdcomwwwscribdcom
148.47318,http1921681928000with_prefixwwwscribdcomwwwscribdcom
142.94574,http1921681928000with_prefixwwwscribdcomwwwscribdcom
145.70946,http1921681928000with_prefixwwwscribdcomwwwscribdcom
145.70946,http1921681928000with_prefixwwwscribdcomwwwscribdcom
241.0578,http1921681928000with_prefixwwwscribdcomwwwscribdcom
145.24884,http1921681928000with_prefixwwwscribdcomwwwscribdcom
132.0444,http1921681928000with_prefixwwwrobloxcomwwwrobloxcom
623.3724,http1921681928000with_prefixwwwrobloxcomwwwrobloxcom
145.55592,http1921681928000with_prefixwwwrobloxcomwwwrobloxcom
141.71742,http1921681928000with_prefixwwwrobloxcomwwwrobloxcom
139.10724,http1921681928000with_prefixwwwrobloxcomwwwrobloxcom
130.81608,http1921681928000with_prefixwwwrobloxcomwwwrobloxcom
135.72936,http1921681928000with_prefixwwwrobloxcomwwwrobloxcom
138.186,http1921681928000with_prefixwwwrobloxcomwwwrobloxcom
623.3724,http1921681928000with_prefixwwwrobloxcomwwwrobloxcom
623.3724,http1921681928000with_prefixwwwrobloxcomwwwrobloxcom
257.9472,http1921681928000with_prefixwwwrobloxcomwwwrobloxcom
133.27272,http1921681928000with_prefixwwwrobloxcomwwwrobloxcom
129.89484,http1921681928000with_prefixwwwrobloxcomwwwrobloxcom
621.837,http1921681928000with_prefixwwwrobloxcomwwwrobloxcom
132.35148,http1921681928000with_prefixwwwrobloxcomwwwrobloxcom
147.220632,http1921681928000with_prefixwwwgodaddycomwwwgodaddycom
250.97904,http1921681928000with_prefixwwwgodaddycomwwwgodaddycom
244.8576,http1921681928000with_prefixwwwgodaddycomwwwgodaddycom
243.32724,http1921681928000with_prefixwwwgodaddycomwwwgodaddycom
221.9022,http1921681928000with_prefixwwwgodaddycomwwwgodaddycom
148.597956,http1921681928000with_prefixwwwgodaddycomwwwgodaddycom
151.811712,http1921681928000with_prefixwwwgodaddycomwwwgodaddycom
254.03976,http1921681928000with_prefixwwwgodaddycomwwwgodaddycom
240.26652,http1921681928000with_prefixwwwgodaddycomwwwgodaddycom
